,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap AUDCHF,Short Swap AUDCHF
2012-06-23,3.65,-0.17,0.03,2.1624850657108726e-05,-2.321232123212321e-05
2012-06-24,3.65,-0.17,0.03,2.1624850657108726e-05,-2.321232123212321e-05
2012-06-25,3.47,-0.1,0.1,2.0942083022619938e-05,-2.264430755190509e-05
2012-06-26,3.55,-0.15,0.05,2.1367521367521364e-05,-2.2754137115839247e-05
2012-06-27,3.65,-0.1,0.06,2.144563918757467e-05,-2.2569444444444443e-05
2012-06-28,3.55,-0.05,0.06,2.1306471306471307e-05,-2.2163120567375888e-05
2012-06-29,3.5,-0.1,0.1,2.0987654320987655e-05,-2.2401433691756272e-05
2012-06-30,3.65,-0.12,0.13,2.1027479091995223e-05,-2.2918047271924012e-05
2012-07-01,3.65,-0.12,0.13,2.1027479091995223e-05,-2.2918047271924012e-05
2012-07-02,3.47,-0.05,0.13,2.0755654983842906e-05,-2.2359114761578828e-05
2012-07-03,3.55,-0.05,0.15,2.0757020757020758e-05,-2.2163120567375888e-05
2012-07-04,3.5,-0.08,0.11,2.0925925925925925e-05,-2.2508591065292097e-05
2012-07-05,3.45,0.01,0.11,2.0848938826466913e-05,-2.1993127147766322e-05
2012-07-06,3.47,0.01,0.11,2.087994034302759e-05,-2.2016883413187313e-05
2012-07-07,3.55,0.01,0.11,2.1001221001221e-05,-2.2086995717827358e-05
2012-07-08,3.55,0.01,0.11,2.1001221001221e-05,-2.2086995717827358e-05
2012-07-09,3.45,0.01,0.11,2.0848938826466913e-05,-2.1993127147766322e-05
2012-07-10,3.45,-0.07,0.13,2.0724094881398254e-05,-2.2451317296678124e-05
2012-07-11,3.46,-0.05,0.1,2.092675635276532e-05,-2.1978021978021977e-05
2012-07-12,3.45,-0.03,0.13,2.0724094881398254e-05,-2.2105263157894736e-05
2012-07-13,3.45,-0.05,0.15,2.0599250936329587e-05,-2.2392290249433105e-05
2012-07-14,3.55,-0.12,0.13,2.0879120879120876e-05,-2.281947261663286e-05
2012-07-15,3.55,-0.12,0.13,2.0879120879120876e-05,-2.281947261663286e-05
2012-07-16,3.47,-0.04,0.1,2.0942083022619938e-05,-2.2335600907029477e-05
2012-07-17,3.47,-0.05,0.1,2.0942083022619938e-05,-2.2392290249433105e-05
2012-07-18,3.4,-0.08,0.15,2.051767676767677e-05,-2.2453703703703703e-05
2012-07-19,3.35,-0.05,0.13,2.0561941251596425e-05,-2.2222222222222223e-05
2012-07-20,3.3,-0.05,0.13,2.0478036175710596e-05,-2.2222222222222223e-05
2012-07-21,3.5,-0.15,0.05,2.1296296296296293e-05,-2.293943533697632e-05
2012-07-22,3.5,-0.15,0.05,2.1296296296296293e-05,-2.293943533697632e-05
2012-07-23,3.5,-0.1,0.05,2.1296296296296293e-05,-2.2654826958105648e-05
2012-07-24,3.5,-0.2,0.05,2.1296296296296293e-05,-2.3148148148148147e-05
2012-07-25,3.47,-0.2,0.05,2.1252796420581657e-05,-2.3214693132557608e-05
2012-07-26,3.47,-0.05,0.1,2.0942083022619938e-05,-2.2359114761578828e-05
2012-07-27,3.3,-0.05,0.1,2.0671834625322995e-05,-2.191358024691358e-05
2012-07-28,3.48,-0.12,0.13,2.0771329365079364e-05,-2.274805669867398e-05
2012-07-29,3.48,-0.12,0.13,2.0771329365079364e-05,-2.274805669867398e-05
2012-07-30,3.45,-0.04,0.1,2.0911360799001248e-05,-2.2222222222222223e-05
2012-07-31,3.45,-0.05,0.1,2.0911360799001248e-05,-2.2280092592592593e-05
2012-08-01,3.35,-0.05,0.05,2.1072796934865898e-05,-2.191358024691358e-05
2012-08-02,3.35,-0.05,0.1,2.0753512132822477e-05,-2.2163120567375888e-05
2012-08-03,3.3,-0.05,0.05,2.099483204134367e-05,-2.2163120567375888e-05
2012-08-04,3.48,-0.12,0.13,2.0771329365079364e-05,-2.255460588793922e-05
2012-08-05,3.45,-0.12,0.13,2.0724094881398254e-05,-2.271681619507706e-05
2012-08-06,3.3,-0.07,0.1,2.0671834625322995e-05,-2.2161835748792268e-05
2012-08-07,3.3,-0.07,0.05,2.099483204134367e-05,-2.2222222222222223e-05
2012-08-08,3.25,-0.07,0.13,2.03921568627451e-05,-2.2222222222222223e-05
2012-08-09,3.3,-0.05,0.13,2.0478036175710596e-05,-2.191358024691358e-05
2012-08-10,3.25,-0.07,0.04,2.0980392156862744e-05,-2.2222222222222223e-05
2012-08-11,3.45,-0.08,0.07,2.1098626716604245e-05,-2.2486772486772487e-05
2012-08-12,3.45,-0.12,0.13,2.0724094881398254e-05,-2.271681619507706e-05
2012-08-13,3.25,-0.07,0.07,2.0784313725490197e-05,-2.2222222222222223e-05
2012-08-14,3.3,-0.07,0.13,2.0478036175710596e-05,-2.2222222222222223e-05
2012-08-15,3.25,-0.08,0.13,2.03921568627451e-05,-2.2281959378733573e-05
2012-08-16,3.35,-0.07,0.13,2.0561941251596425e-05,-2.2222222222222223e-05
2012-08-17,3.43,-0.2,0.05,2.1193880110358665e-05,-2.2998805256869773e-05
2012-08-18,3.45,-0.14,0.11,2.0848938826466913e-05,-2.275910364145658e-05
2012-08-19,3.45,-0.14,0.11,2.0848938826466913e-05,-2.275910364145658e-05
2012-08-20,3.45,-0.2,0.05,2.1223470661672908e-05,-2.3109243697478987e-05
2012-08-21,3.45,-0.2,0.05,2.1223470661672908e-05,-2.3109243697478987e-05
2012-08-22,3.45,-0.2,0.05,2.1223470661672908e-05,-2.3109243697478987e-05
2012-08-23,3.3,-0.09,0.1,2.0671834625322995e-05,-2.245614035087719e-05
2012-08-24,3.25,-0.1,0.11,2.052287581699346e-05,-2.2095959595959596e-05
2012-08-25,3.45,-0.14,0.11,2.0848938826466913e-05,-2.275910364145658e-05
2012-08-26,3.45,-0.14,0.11,2.0848938826466913e-05,-2.275910364145658e-05
2012-08-27,3.25,-0.1,0.11,2.052287581699346e-05,-2.2514619883040936e-05
2012-08-28,3.35,-0.1,0.1,2.0753512132822477e-05,-2.2222222222222223e-05
2012-08-29,3.35,-0.2,0.05,2.1072796934865898e-05,-2.309941520467836e-05
2012-08-30,3.4,-0.1,0.11,2.0770202020202022e-05,-2.2458628841607568e-05
2012-08-31,3.4,-0.08,0.11,2.0770202020202022e-05,-2.235196980419911e-05
2012-09-01,3.4,-0.14,0.11,2.0770202020202022e-05,-2.2705826845954234e-05
2012-09-02,3.4,-0.14,0.11,2.0770202020202022e-05,-2.2705826845954234e-05
2012-09-03,3.3,-0.1,0.11,2.060723514211886e-05,-2.228327228327228e-05
2012-09-04,3.6,-0.1,0.11,2.107487922705314e-05,-2.2514619883040936e-05
2012-09-05,3.4,-0.1,0.11,2.0770202020202022e-05,-2.2401433691756272e-05
2012-09-06,3.38,-0.1,0.11,2.073820395738204e-05,-2.2378209743220542e-05
2012-09-07,3.6,-0.1,0.05,2.1437198067632853e-05,-2.2514619883040936e-05
2012-09-08,3.48,-0.15,0.05,2.1267361111111108e-05,-2.280701754385965e-05
2012-09-09,3.48,-0.14,0.11,2.08953373015873e-05,-2.2748538011695907e-05
2012-09-10,3.35,-0.1,0.11,2.068965517241379e-05,-2.2342995169082127e-05
2012-09-11,3.38,-0.05,0.11,2.073820395738204e-05,-2.2078233741300696e-05
2012-09-12,3.4,-0.1,0.11,2.0770202020202022e-05,-2.2401433691756272e-05
2012-09-13,3.35,-0.1,0.11,2.068965517241379e-05,-2.2401433691756272e-05
2012-09-14,3.35,-0.1,0.11,2.068965517241379e-05,-2.2378209743220542e-05
2012-09-15,3.45,-0.08,0.07,2.1098626716604245e-05,-2.2363465160075334e-05
2012-09-16,3.45,-0.14,0.11,2.0848938826466913e-05,-2.2716572504708097e-05
2012-09-17,3.35,-0.1,0.11,2.068965517241379e-05,-2.2342995169082127e-05
2012-09-18,3.35,-0.1,0.11,2.068965517241379e-05,-2.2401433691756272e-05
2012-09-19,3.35,-0.1,0.11,2.068965517241379e-05,-2.2401433691756272e-05
2012-09-20,3.38,-0.05,0.1,2.0801623541349565e-05,-2.2078233741300696e-05
2012-09-21,3.35,-0.1,0.08,2.0881226053639846e-05,-2.2342995169082127e-05
2012-09-22,3.4,-0.14,0.11,2.0770202020202022e-05,-2.2662384011420414e-05
2012-09-23,3.4,-0.14,0.11,2.0770202020202022e-05,-2.2662384011420414e-05
2012-09-24,3.35,-0.1,0.11,2.068965517241379e-05,-2.2378209743220542e-05
2012-09-25,3.35,-0.08,0.13,2.0561941251596425e-05,-2.2258219342452603e-05
2012-09-26,3.35,-0.08,0.13,2.0561941251596425e-05,-2.2281959378733573e-05
2012-09-27,3.4,-0.08,0.13,2.064393939393939e-05,-2.2281959378733573e-05
2012-09-28,3.35,-0.08,0.13,2.0561941251596425e-05,-2.2281959378733573e-05
2012-09-29,3.35,-0.12,0.13,2.0561941251596425e-05,-2.2576832151300235e-05
2012-09-30,3.35,-0.12,0.13,2.0561941251596425e-05,-2.2576832151300235e-05
2012-10-01,3.35,-0.08,0.13,2.0561941251596425e-05,-2.2281959378733573e-05
2012-10-02,3.3,-0.08,0.13,2.0478036175710596e-05,-2.2222222222222223e-05
2012-10-03,3.15,-0.08,0.13,2.0214190093708166e-05,-2.206065125528213e-05
2012-10-04,3.1,-0.08,0.13,2.0121951219512194e-05,-2.2034956304619226e-05
2012-10-05,3.0,-0.08,0.13,1.9930555555555556e-05,-2.2034956304619226e-05
2012-10-06,3.21,-0.12,0.13,2.032198469253101e-05,-2.2417153996101365e-05
2012-10-07,3.21,-0.12,0.13,2.032198469253101e-05,-2.2417153996101365e-05
2012-10-08,3.1,-0.07,0.13,2.0121951219512194e-05,-2.197253433208489e-05
2012-10-09,3.0,-0.08,0.13,1.9930555555555556e-05,-2.2034956304619226e-05
2012-10-10,3.1,-0.07,0.13,2.0121951219512194e-05,-2.197253433208489e-05
2012-10-11,3.1,-0.08,0.13,2.0121951219512194e-05,-2.196969696969697e-05
2012-10-12,2.95,-0.08,0.13,1.9831223628691988e-05,-2.1834625322997415e-05
2012-10-13,3.15,-0.12,0.13,2.0214190093708166e-05,-2.2345679012345676e-05
2012-10-14,3.15,-0.12,0.13,2.0214190093708166e-05,-2.2345679012345676e-05
2012-10-15,2.9,-0.08,0.13,1.9729344729344727e-05,-2.1834625322997415e-05
2012-10-16,3.15,-0.05,0.12,2.0281124497991968e-05,-2.156862745098039e-05
2012-10-17,2.95,-0.08,0.13,1.9831223628691988e-05,-2.1834625322997415e-05
2012-10-18,2.95,-0.07,0.13,1.9831223628691988e-05,-2.1770025839793284e-05
2012-10-19,2.95,-0.05,0.13,1.9831223628691988e-05,-2.1640826873385015e-05
2012-10-20,3.1,-0.12,0.13,2.0121951219512194e-05,-2.2222222222222223e-05
2012-10-21,3.1,-0.12,0.13,2.0121951219512194e-05,-2.2222222222222223e-05
2012-10-22,2.95,-0.05,0.13,1.9831223628691988e-05,-2.161214953271028e-05
2012-10-23,2.95,-0.1,0.1,2.0042194092827004e-05,-2.1963824289405683e-05
2012-10-24,2.95,-0.1,0.08,2.0182841068917018e-05,-2.1963824289405683e-05
2012-10-25,2.95,-0.12,0.08,2.0182841068917018e-05,-2.2026143790849672e-05
2012-10-26,3.06,-0.2,0.05,2.0593869731800767e-05,-2.2621809744779583e-05
2012-10-27,3.06,-0.17,0.08,2.0388615216201424e-05,-2.242846094354215e-05
2012-10-28,3.1,-0.17,0.08,2.046070460704607e-05,-2.2537878787878788e-05
2012-10-29,2.85,-0.1,0.08,1.9985569985569982e-05,-2.1527777777777776e-05
2012-10-30,3.06,-0.1,0.08,2.0388615216201424e-05,-2.197731374065481e-05
2012-10-31,3.06,-0.1,0.08,2.0388615216201424e-05,-2.197731374065481e-05
2012-11-01,2.9,-0.07,0.08,2.0085470085470084e-05,-2.169934640522876e-05
2012-11-02,2.9,-0.06,0.08,2.0085470085470084e-05,-2.1705426356589146e-05
2012-11-03,3.16,-0.17,0.08,2.0566239316239317e-05,-2.242846094354215e-05
2012-11-04,3.16,-0.17,0.08,2.0566239316239317e-05,-2.242846094354215e-05
2012-11-05,3.16,-0.1,0.08,2.0566239316239317e-05,-2.197731374065481e-05
2012-11-06,3.16,-0.14,0.08,2.0566239316239317e-05,-2.223511214230472e-05
2012-11-07,3.16,-0.17,0.08,2.0566239316239317e-05,-2.242846094354215e-05
2012-11-08,3.16,-0.17,0.08,2.0566239316239317e-05,-2.242846094354215e-05
2012-11-09,3.16,-0.17,0.08,2.0566239316239317e-05,-2.242846094354215e-05
2012-11-10,3.16,-0.17,0.08,2.0566239316239317e-05,-2.242846094354215e-05
2012-11-11,3.16,-0.17,0.08,2.0566239316239317e-05,-2.242846094354215e-05
2012-11-12,3.16,-0.2,0.05,2.076655982905983e-05,-2.2621809744779583e-05
2012-11-13,3.16,-0.17,0.08,2.0566239316239317e-05,-2.242846094354215e-05
2012-11-14,3.12,-0.17,0.08,2.0496224379719525e-05,-2.2378350247202706e-05
2012-11-15,3.1,-0.2,0.05,2.0663956639566396e-05,-2.2549019607843138e-05
2012-11-16,3.08,-0.2,0.05,2.062908496732026e-05,-2.2524297346992382e-05
2012-11-17,3.08,-0.17,0.08,2.042483660130719e-05,-2.232729183083793e-05
2012-11-18,3.08,-0.17,0.08,2.042483660130719e-05,-2.232729183083793e-05
2012-11-19,3.0,-0.2,0.05,2.0486111111111113e-05,-2.2486772486772487e-05
2012-11-20,2.95,-0.2,0.05,2.0393811533052038e-05,-2.235772357723577e-05
2012-11-21,2.9,-0.17,0.08,2.0085470085470084e-05,-2.247765006385696e-05
2012-11-22,3.0,-0.17,0.08,2.0277777777777776e-05,-2.235294117647059e-05
2012-11-23,3.1,-0.17,0.08,2.046070460704607e-05,-2.247765006385696e-05
2012-11-24,3.05,-0.17,0.08,2.037037037037037e-05,-2.2596754057428218e-05
2012-11-25,3.05,-0.17,0.08,2.037037037037037e-05,-2.2596754057428218e-05
2012-11-26,3.05,-0.17,0.08,2.037037037037037e-05,-2.2596754057428218e-05
2012-11-27,3.2,-0.17,0.08,2.0634920634920636e-05,-2.2537878787878788e-05
2012-11-28,3.1,-0.17,0.08,2.046070460704607e-05,-2.2596754057428218e-05
2012-11-29,3.1,-0.2,0.05,2.0663956639566396e-05,-2.2784019975031212e-05
2012-11-30,2.98,-0.17,0.08,2.0240089335566718e-05,-2.2154471544715447e-05
2012-12-01,3.05,-0.17,0.08,2.037037037037037e-05,-2.2537878787878788e-05
2012-12-02,3.09,-0.17,0.08,2.04428144525944e-05,-2.252594279929132e-05
2012-12-03,3.09,-0.17,0.08,2.04428144525944e-05,-2.252594279929132e-05
2012-12-04,2.85,-0.2,0.05,2.0202020202020203e-05,-2.2423025435073632e-05
2012-12-05,2.8,-0.21,0.04,2.0175438596491227e-05,-2.2222222222222223e-05
2012-12-06,2.95,-0.21,0.04,2.0464135021097045e-05,-2.248995983935743e-05
2012-12-07,2.93,-0.21,0.04,2.0426915465083403e-05,-2.2464352972827552e-05
2012-12-08,2.95,-0.21,0.04,2.0464135021097045e-05,-2.248995983935743e-05
2012-12-09,2.95,-0.21,0.04,2.0464135021097045e-05,-2.248995983935743e-05
2012-12-10,2.95,-0.1,0.05,2.0393811533052038e-05,-2.1753681392235607e-05
2012-12-11,2.95,-0.21,0.04,2.0464135021097045e-05,-2.248995983935743e-05
2012-12-12,2.75,-0.21,0.04,2.0074074074074075e-05,-2.2150997150997155e-05
2012-12-13,2.83,-0.17,0.08,1.9944879605454016e-05,-2.2056796250344637e-05
2012-12-14,2.9,-0.17,0.08,2.0085470085470084e-05,-2.2154471544715447e-05
2012-12-15,2.9,-0.17,0.08,2.0085470085470084e-05,-2.235294117647059e-05
2012-12-16,2.9,-0.17,0.08,2.0085470085470084e-05,-2.235294117647059e-05
2012-12-17,2.83,-0.12,0.08,1.9944879605454016e-05,-2.1712158808933e-05
2012-12-18,2.75,-0.17,0.08,1.9777777777777774e-05,-2.2085048010973936e-05
2012-12-19,2.8,-0.12,0.08,1.9883040935672515e-05,-2.1815718157181574e-05
2012-12-20,2.8,-0.17,0.08,1.9883040935672515e-05,-2.2222222222222223e-05
2012-12-21,2.9,-0.17,0.08,2.0085470085470084e-05,-2.228835978835979e-05
2012-12-22,2.9,-0.17,0.08,2.0085470085470084e-05,-2.235294117647059e-05
2012-12-23,2.9,-0.17,0.08,2.0085470085470084e-05,-2.235294117647059e-05
2012-12-24,2.9,-0.12,0.08,2.0085470085470084e-05,-2.195767195767196e-05
2012-12-25,2.9,-0.17,0.08,2.0085470085470084e-05,-2.228835978835979e-05
2012-12-26,2.9,-0.17,0.08,2.0085470085470084e-05,-2.228835978835979e-05
2012-12-27,2.9,-0.17,0.08,2.0085470085470084e-05,-2.2154471544715447e-05
2012-12-28,2.9,-0.17,0.08,2.0085470085470084e-05,-2.2154471544715447e-05
2012-12-29,2.9,-0.17,0.08,2.0085470085470084e-05,-2.2154471544715447e-05
2012-12-30,2.9,-0.17,0.08,2.0085470085470084e-05,-2.2154471544715447e-05
2012-12-31,2.9,-0.17,0.08,2.0085470085470084e-05,-2.2154471544715447e-05
2013-01-01,2.9,-0.17,0.08,2.0085470085470084e-05,-2.2154471544715447e-05
2013-01-02,2.9,-0.17,0.08,2.0085470085470084e-05,-2.2154471544715447e-05
2013-01-03,2.75,-0.18,0.07,1.9851851851851855e-05,-2.211166390270868e-05
2013-01-04,2.75,-0.18,0.07,1.9851851851851855e-05,-2.211166390270868e-05
2013-01-05,2.85,-0.15,0.1,1.984126984126984e-05,-2.208835341365462e-05
2013-01-06,2.85,-0.15,0.1,1.984126984126984e-05,-2.208835341365462e-05
2013-01-07,2.85,-0.15,0.1,1.984126984126984e-05,-2.208835341365462e-05
2013-01-08,2.85,-0.15,0.1,1.984126984126984e-05,-2.208835341365462e-05
2013-01-09,2.86,-0.15,0.1,1.9861830742659757e-05,-2.215608465608466e-05
2013-01-10,2.92,-0.15,0.1,1.9982993197278912e-05,-2.204692556634304e-05
2013-01-11,2.75,-0.12,0.08,1.9777777777777774e-05,-2.1666666666666667e-05
2013-01-12,2.87,-0.15,0.1,1.9882285386161355e-05,-2.216943784639747e-05
2013-01-13,2.87,-0.15,0.1,1.9882285386161355e-05,-2.216943784639747e-05
2013-01-14,2.8,-0.15,0.1,1.9736842105263158e-05,-2.1800281293952176e-05
2013-01-15,2.87,-0.1,0.1,1.9882285386161355e-05,-2.1448663853727146e-05
2013-01-16,2.95,-0.15,0.1,2.0042194092827004e-05,-2.2222222222222223e-05
2013-01-17,3.0,-0.1,0.05,2.0486111111111113e-05,-2.1895424836601306e-05
2013-01-18,3.0,-0.1,0.05,2.0486111111111113e-05,-2.1825396825396827e-05
2013-01-19,2.92,-0.1,0.05,2.033730158730159e-05,-2.1853607161664033e-05
2013-01-20,2.96,-0.1,0.05,2.041245791245791e-05,-2.190923317683881e-05
2013-01-21,2.92,-0.1,0.05,2.033730158730159e-05,-2.1853607161664033e-05
2013-01-22,3.0,0.01,0.13,1.9930555555555556e-05,-2.1097883597883597e-05
2013-01-23,3.0,-0.12,0.08,2.0277777777777776e-05,-2.195767195767196e-05
2013-01-24,3.02,-0.1,0.15,1.983139856274185e-05,-2.1853607161664033e-05
2013-01-25,2.95,-0.1,0.1,2.0042194092827004e-05,-2.1753681392235607e-05
2013-01-26,2.8,-0.12,0.08,1.9883040935672515e-05,-2.1815718157181574e-05
2013-01-27,2.85,-0.12,0.1,1.984126984126984e-05,-2.1815718157181574e-05
2013-01-28,2.85,-0.1,0.15,1.948051948051948e-05,-2.160493827160494e-05
2013-01-29,2.86,-0.1,0.1,1.9861830742659757e-05,-2.162014230979748e-05
2013-01-30,2.9,-0.05,0.05,2.0299145299145298e-05,-2.134146341463415e-05
2013-01-31,2.9,-0.12,0.08,2.0085470085470084e-05,-2.1815718157181574e-05
2013-02-01,2.95,-0.12,0.08,2.0182841068917018e-05,-2.188755020080321e-05
2013-02-02,2.9,-0.1,0.1,1.994301994301994e-05,-2.1753681392235607e-05
2013-02-03,2.9,-0.1,0.15,1.9586894586894585e-05,-2.1753681392235607e-05
2013-02-04,2.95,-0.15,0.05,2.0393811533052038e-05,-2.208835341365462e-05
2013-02-05,2.95,-0.1,0.15,1.969057665260197e-05,-2.168021680216802e-05
2013-02-06,3.0,-0.15,0.05,2.0486111111111113e-05,-2.208835341365462e-05
2013-02-07,3.02,-0.15,0.05,2.0522388059701493e-05,-2.211564082067679e-05
2013-02-08,3.03,-0.15,0.05,2.054039150813344e-05,-2.2129186602870814e-05
2013-02-09,2.98,-0.15,0.05,2.0449469570072587e-05,-2.2195954820068297e-05
2013-02-10,2.98,-0.1,0.1,2.0100502512562815e-05,-2.1867612293144208e-05
2013-02-11,3.03,-0.15,0.05,2.054039150813344e-05,-2.2129186602870814e-05
2013-02-12,3.06,-0.15,0.05,2.0593869731800767e-05,-2.216943784639747e-05
2013-02-13,3.06,-0.15,0.05,2.0593869731800767e-05,-2.216943784639747e-05
2013-02-14,3.01,-0.15,-0.05,2.1197007481296758e-05,-2.2102029914529915e-05
2013-02-15,3.0,-0.18,0.02,2.0694444444444445e-05,-2.2289156626506025e-05
2013-02-16,2.95,-0.1,0.1,2.0042194092827004e-05,-2.1825396825396827e-05
2013-02-17,2.95,-0.1,0.1,2.0042194092827004e-05,-2.1825396825396827e-05
2013-02-18,3.0,-0.1,0.15,1.979166666666667e-05,-2.1753681392235607e-05
2013-02-19,3.0,-0.1,0.1,2.013888888888889e-05,-2.1753681392235607e-05
2013-02-20,2.95,-0.1,0.1,2.0042194092827004e-05,-2.168021680216802e-05
2013-02-21,2.93,-0.1,0.1,2.0002827254735653e-05,-2.165032679738562e-05
2013-02-22,2.81,-0.1,0.1,1.975794692330125e-05,-2.173913043478261e-05
2013-02-23,2.95,-0.1,0.05,2.0393811533052038e-05,-2.168021680216802e-05
2013-02-24,2.87,-0.1,0.05,2.02411714039621e-05,-2.1709816612729235e-05
2013-02-25,2.82,-0.1,0.1,1.977894124490983e-05,-2.1724509012644606e-05
2013-02-26,2.85,-0.18,0.02,2.0418470418470416e-05,-2.2289156626506025e-05
2013-02-27,2.95,-0.1,0.1,2.0042194092827004e-05,-2.168021680216802e-05
2013-02-28,2.96,-0.1,0.1,2.006172839506173e-05,-2.1695052716950527e-05
2013-03-01,2.95,-0.1,0.1,2.0042194092827004e-05,-2.168021680216802e-05
2013-03-02,2.87,-0.1,0.1,1.9882285386161355e-05,-2.1709816612729235e-05
2013-03-03,2.87,-0.1,0.1,1.9882285386161355e-05,-2.1709816612729235e-05
2013-03-04,2.9,-0.1,0.1,1.994301994301994e-05,-2.160493827160494e-05
2013-03-05,2.8,-0.12,0.03,2.0248538011695904e-05,-2.188755020080321e-05
2013-03-06,2.85,-0.12,0.03,2.0346320346320347e-05,-2.1666666666666667e-05
2013-03-07,2.79,-0.12,0.03,2.022867194371152e-05,-2.184466019417476e-05
2013-03-08,2.85,-0.18,0.02,2.0418470418470416e-05,-2.208333333333333e-05
2013-03-09,2.8,-0.1,0.1,1.9736842105263158e-05,-2.160493827160494e-05
2013-03-10,2.8,-0.1,0.15,1.937134502923977e-05,-2.160493827160494e-05
2013-03-11,2.88,-0.18,0.02,2.047537227949599e-05,-2.2125723738626964e-05
2013-03-12,2.9,-0.18,0.02,2.0512820512820512e-05,-2.215363511659808e-05
2013-03-13,2.9,-0.15,0.05,2.0299145299145298e-05,-2.194787379972565e-05
2013-03-14,2.85,-0.2,0.05,2.0202020202020203e-05,-2.2290809327846364e-05
2013-03-15,2.9,-0.12,0.03,2.0441595441595444e-05,-2.1815718157181574e-05
2013-03-16,2.79,-0.12,0.03,2.022867194371152e-05,-2.184466019417476e-05
2013-03-17,2.79,-0.12,0.03,2.022867194371152e-05,-2.184466019417476e-05
2013-03-18,2.79,-0.12,0.03,2.022867194371152e-05,-2.184466019417476e-05
2013-03-19,2.9,-0.1,0.05,2.0299145299145298e-05,-2.160493827160494e-05
2013-03-20,2.85,-0.15,0.05,2.0202020202020203e-05,-2.1874999999999996e-05
2013-03-21,2.9,-0.18,0.02,2.0512820512820512e-05,-2.215363511659808e-05
2013-03-22,2.97,-0.18,0.02,2.0640917996081724e-05,-2.2249190938511326e-05
2013-03-23,2.86,-0.1,0.05,2.0221646516983302e-05,-2.1695052716950527e-05
2013-03-24,2.86,-0.1,0.05,2.0221646516983302e-05,-2.1695052716950527e-05
2013-03-25,2.95,-0.18,0.02,2.060478199718706e-05,-2.2222222222222223e-05
2013-03-26,2.93,-0.1,0.05,2.035623409669211e-05,-2.165032679738562e-05
2013-03-27,2.95,-0.1,0.05,2.0393811533052038e-05,-2.168021680216802e-05
2013-03-28,2.88,-0.15,0.05,2.0260595647193582e-05,-2.1990740740740743e-05
2013-03-29,2.8,-0.1,0.05,2.0102339181286547e-05,-2.168021680216802e-05
2013-03-30,2.8,-0.1,0.05,2.0102339181286547e-05,-2.168021680216802e-05
2013-03-31,2.8,-0.1,0.05,2.0102339181286547e-05,-2.168021680216802e-05
2013-04-01,2.8,-0.1,0.05,2.0102339181286547e-05,-2.168021680216802e-05
2013-04-02,2.8,-0.1,0.05,2.0102339181286547e-05,-2.168021680216802e-05
2013-04-03,2.9,-0.1,0.1,1.994301994301994e-05,-2.160493827160494e-05
2013-04-04,2.9,-0.18,0.02,2.0512820512820512e-05,-2.215363511659808e-05
2013-04-05,2.9,-0.15,0.05,2.0299145299145298e-05,-2.194787379972565e-05
2013-04-06,2.85,-0.12,0.02,2.0418470418470416e-05,-2.1815718157181574e-05
2013-04-07,2.85,-0.12,0.02,2.0418470418470416e-05,-2.1815718157181574e-05
2013-04-08,2.88,-0.1,0.01,2.054696449026346e-05,-2.1574303832368346e-05
2013-04-09,2.87,-0.15,0.05,2.02411714039621e-05,-2.1904367053620787e-05
2013-04-10,2.88,-0.1,-0.01,2.0690148911798396e-05,-2.1574303832368346e-05
2013-04-11,2.89,-0.1,0.03,2.04227363610397e-05,-2.1367521367521364e-05
2013-04-12,2.79,-0.18,0.02,2.030196423336265e-05,-2.1937321937321938e-05
2013-04-13,2.81,-0.1,0.02,2.0341207349081363e-05,-2.1695052716950527e-05
2013-04-14,2.81,-0.1,0.02,2.0341207349081363e-05,-2.1695052716950527e-05
2013-04-15,2.88,-0.1,0.02,2.047537227949599e-05,-2.165032679738562e-05
2013-04-16,2.86,-0.18,0.02,2.043753598157743e-05,-2.208333333333333e-05
2013-04-17,2.79,-0.17,0.03,2.022867194371152e-05,-2.209906951286262e-05
2013-04-18,2.79,-0.1,0.03,2.022867194371152e-05,-2.160493827160494e-05
2013-04-19,2.79,-0.16,0.04,2.0155379654060393e-05,-2.2016460905349796e-05
2013-04-20,2.8,-0.1,0.03,2.0248538011695904e-05,-2.168021680216802e-05
2013-04-21,2.9,-0.1,0.03,2.0441595441595444e-05,-2.168021680216802e-05
2013-04-22,2.88,-0.16,0.04,2.0332187857961054e-05,-2.2058823529411763e-05
2013-04-23,2.9,-0.16,0.04,2.0370370370370372e-05,-2.2086720867208677e-05
2013-04-24,2.86,-0.1,0.03,2.0365572826712722e-05,-2.1527777777777776e-05
2013-04-25,2.96,-0.1,0.03,2.0552749719416383e-05,-2.168021680216802e-05
2013-04-26,2.95,-0.1,0.03,2.053445850914205e-05,-2.168021680216802e-05
2013-04-27,2.9,-0.1,0.03,2.0441595441595444e-05,-2.168021680216802e-05
2013-04-28,2.9,-0.1,0.03,2.0441595441595444e-05,-2.168021680216802e-05
2013-04-29,2.97,-0.1,0.03,2.0570948782535686e-05,-2.1709816612729235e-05
2013-04-30,2.95,-0.1,0.03,2.053445850914205e-05,-2.168021680216802e-05
2013-05-01,2.93,-0.1,0.03,2.04975968334747e-05,-2.1724509012644606e-05
2013-05-02,2.95,-0.1,0.03,2.053445850914205e-05,-2.168021680216802e-05
