,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap AUDCHF,Short Swap AUDCHF
2005-11-16,5.4,0.61,0.76,2.0138888888888892e-05,-2.094995759117896e-05
2005-11-17,5.4,0.64,0.74,2.0225694444444444e-05,-2.082273112807464e-05
2005-11-18,5.4,0.64,0.74,2.0225694444444444e-05,-2.082273112807464e-05
2005-11-19,5.4,0.64,0.74,2.0225694444444444e-05,-2.082273112807464e-05
2005-11-20,5.4,0.64,0.74,2.0225694444444444e-05,-2.082273112807464e-05
2005-11-21,5.4,0.64,0.74,2.0225694444444444e-05,-2.082273112807464e-05
2005-11-22,5.4,0.64,0.74,2.0225694444444444e-05,-2.082273112807464e-05
2005-11-23,5.4,0.65,0.75,2.018229166666667e-05,-2.0780322307039864e-05
2005-11-24,5.4,0.65,0.75,2.018229166666667e-05,-2.0780322307039864e-05
2005-11-25,5.4,0.65,0.75,2.018229166666667e-05,-2.0780322307039864e-05
2005-11-26,5.4,0.65,0.75,2.018229166666667e-05,-2.0780322307039864e-05
2005-11-27,5.4,0.65,0.75,2.018229166666667e-05,-2.0780322307039864e-05
2005-11-28,5.4,0.65,0.75,2.018229166666667e-05,-2.0780322307039864e-05
2005-11-29,5.4,0.67,0.77,2.0095486111111108e-05,-2.0695504664970313e-05
2005-11-30,5.38,0.65,0.79,1.9984326018808775e-05,-2.0758890590437297e-05
2005-12-01,5.38,0.67,0.77,2.0071403692093346e-05,-2.0673813169984683e-05
2005-12-02,5.38,0.68,0.78,2.0027864855451062e-05,-2.063127445975838e-05
2005-12-03,5.38,0.67,0.81,1.9897248345524205e-05,-2.0673813169984683e-05
2005-12-04,5.38,0.7,0.8,1.9940787182166492e-05,-2.0546197039305766e-05
2005-12-05,5.38,0.7,0.8,1.9940787182166492e-05,-2.0546197039305766e-05
2005-12-06,5.38,0.67,0.82,1.9853709508881922e-05,-2.0673813169984683e-05
2005-12-07,5.38,0.64,0.78,2.0027864855451062e-05,-2.0801429300663604e-05
2005-12-08,5.38,0.62,0.76,2.0114942528735632e-05,-2.0833333333333333e-05
2005-12-09,5.38,0.66,0.8,1.9940787182166492e-05,-2.071635188021099e-05
2005-12-10,5.38,0.68,0.82,1.9853709508881922e-05,-2.063127445975838e-05
2005-12-11,5.38,0.69,0.79,1.9984326018808775e-05,-2.0588735749532076e-05
2005-12-12,5.38,0.69,0.79,1.9984326018808775e-05,-2.0588735749532076e-05
2005-12-13,5.38,0.69,0.79,1.9984326018808775e-05,-2.0588735749532076e-05
2005-12-14,5.38,0.83,0.97,1.9200626959247647e-05,-1.999319380636379e-05
2005-12-15,5.38,0.86,0.95,1.9287704632532217e-05,-1.9865577675684876e-05
2005-12-16,5.38,0.8,0.9,1.9505398815743644e-05,-2.0120809937042707e-05
2005-12-17,5.38,0.58,0.68,2.0463253221873913e-05,-2.1056661562021442e-05
2005-12-18,5.38,0.58,0.68,2.0463253221873913e-05,-2.1056661562021442e-05
2005-12-19,5.38,0.58,0.68,2.0463253221873913e-05,-2.1056661562021442e-05
2005-12-20,5.38,0.66,0.76,2.0114942528735632e-05,-2.071635188021099e-05
2005-12-21,5.38,0.66,0.76,2.0114942528735632e-05,-2.071635188021099e-05
2005-12-22,5.38,0.64,0.78,2.0027864855451062e-05,-2.0801429300663604e-05
2005-12-23,5.4,0.8,0.9,1.953125e-05,-2.0144189991518234e-05
2005-12-24,5.4,0.82,0.92,1.9444444444444445e-05,-2.0059372349448687e-05
2005-12-25,5.4,0.82,0.92,1.9444444444444445e-05,-2.0059372349448687e-05
2005-12-26,5.4,0.82,0.92,1.9444444444444445e-05,-2.0059372349448687e-05
2005-12-27,5.4,0.82,0.92,1.9444444444444445e-05,-2.0059372349448687e-05
2005-12-28,5.4,0.82,0.92,1.9444444444444445e-05,-2.0059372349448687e-05
2005-12-29,5.4,0.78,0.88,1.9618055555555555e-05,-2.0229007633587788e-05
2005-12-30,5.4,0.7,0.8,1.9965277777777776e-05,-2.056827820186599e-05
2005-12-31,5.4,0.68,0.78,2.0052083333333337e-05,-2.0653095843935534e-05
2006-01-01,5.4,0.68,0.78,2.0052083333333337e-05,-2.0653095843935534e-05
2006-01-02,5.4,0.68,0.78,2.0052083333333337e-05,-2.0653095843935534e-05
2006-01-03,5.4,0.71,0.85,1.9748263888888888e-05,-2.0525869380831212e-05
2006-01-04,5.4,0.68,0.78,2.0052083333333337e-05,-2.0653095843935534e-05
2006-01-05,5.35,0.72,0.82,1.9816272965879268e-05,-2.042735042735043e-05
2006-01-06,5.35,0.72,0.82,1.9816272965879268e-05,-2.042735042735043e-05
2006-01-07,5.35,0.74,0.84,1.972878390201225e-05,-2.034188034188034e-05
2006-01-08,5.35,0.74,0.84,1.972878390201225e-05,-2.034188034188034e-05
2006-01-09,5.35,0.74,0.84,1.972878390201225e-05,-2.034188034188034e-05
2006-01-10,5.35,0.77,0.87,1.9597550306211725e-05,-2.0213675213675212e-05
2006-01-11,5.35,0.76,0.86,1.9641294838145235e-05,-2.0256410256410255e-05
2006-01-12,5.35,0.75,0.85,1.968503937007874e-05,-2.02991452991453e-05
2006-01-13,5.4,0.71,0.81,1.9921875e-05,-2.0525869380831212e-05
2006-01-14,5.4,0.68,0.82,1.9878472222222224e-05,-2.0653095843935534e-05
2006-01-15,5.4,0.71,0.81,1.9921875e-05,-2.0525869380831212e-05
2006-01-16,5.4,0.71,0.81,1.9921875e-05,-2.0525869380831212e-05
2006-01-17,5.4,0.66,0.8,1.9965277777777776e-05,-2.0737913486005088e-05
2006-01-18,5.5,0.74,0.8,2.0085470085470084e-05,-2.0398642917726886e-05
2006-01-19,5.4,0.71,0.85,1.9748263888888888e-05,-2.0525869380831212e-05
2006-01-20,5.39,0.78,0.92,1.9431403234220134e-05,-2.0217465171593613e-05
2006-01-21,5.42,0.73,0.87,1.9686742817583937e-05,-2.040729379686435e-05
2006-01-22,5.42,0.78,0.85,1.9773277950848046e-05,-2.019427402862986e-05
2006-01-23,5.38,0.7,0.84,1.9766631835597355e-05,-2.0546197039305766e-05
2006-01-24,5.42,0.69,0.83,1.985981308411215e-05,-2.0577709611451942e-05
2006-01-25,5.4,0.77,0.83,1.9835069444444443e-05,-2.0213675213675212e-05
2006-01-26,5.45,0.73,0.87,1.9724375538329027e-05,-2.044105173876166e-05
2006-01-27,5.44,0.78,0.84,1.984126984126984e-05,-2.0217465171593613e-05
2006-01-28,5.42,0.85,0.97,1.9254067151263414e-05,-1.9896046353101567e-05
2006-01-29,5.42,0.78,0.84,1.9816545517480094e-05,-2.019427402862986e-05
2006-01-30,5.41,0.74,0.87,1.9674120298145257e-05,-2.0409891598915992e-05
2006-01-31,5.42,0.75,0.89,1.9600207684319837e-05,-2.032208588957055e-05
2006-02-01,5.39,0.8,0.87,1.9648756737958618e-05,-2.007361753124465e-05
2006-02-02,5.37,0.79,0.93,1.9361590790162214e-05,-2.009273570324575e-05
2006-02-03,5.25,0.75,0.89,1.9377777777777778e-05,-2.02991452991453e-05
2006-02-04,5.42,0.87,0.99,1.9167532017999308e-05,-1.981083844580777e-05
2006-02-05,5.39,0.76,0.91,1.9474873934967827e-05,-2.0302412504247367e-05
2006-02-06,5.39,0.75,0.88,1.9605286037210918e-05,-2.0344886170574242e-05
2006-02-07,5.41,0.79,0.93,1.9414109897729244e-05,-2.0139955623826593e-05
2006-02-08,5.4,0.8,0.94,1.935763888888889e-05,-2.0085470085470084e-05
2006-02-09,5.37,0.84,0.88,1.957962672248387e-05,-1.9902413970210582e-05
2006-02-10,5.4,0.78,0.93,1.9401041666666668e-05,-2.0170940170940173e-05
2006-02-11,5.37,0.82,0.91,1.9448805163090874e-05,-1.996393611540443e-05
2006-02-12,5.37,0.84,0.88,1.957962672248387e-05,-1.9878069723510218e-05
2006-02-13,5.37,0.78,0.91,1.9448805163090874e-05,-2.019427402862986e-05
2006-02-14,5.36,0.78,0.93,1.934835779175402e-05,-2.0182625021334697e-05
2006-02-15,5.38,0.8,0.94,1.9331243469174504e-05,-2.0085470085470084e-05
2006-02-16,5.43,0.84,0.91,1.9526524969759804e-05,-1.9950655096137486e-05
2006-02-17,5.3,0.85,0.99,1.9003527336860672e-05,-1.993214588634436e-05
2006-02-18,5.42,0.87,1.01,1.9080996884735202e-05,-1.981083844580777e-05
2006-02-19,5.42,0.87,1.01,1.9080996884735202e-05,-1.981083844580777e-05
2006-02-20,5.39,0.83,0.96,1.925752043122935e-05,-2.0005096839959224e-05
2006-02-21,5.39,0.89,0.95,1.930099113197705e-05,-1.9725630538513975e-05
2006-02-22,5.37,0.88,0.95,1.927437641723356e-05,-1.9768234492160875e-05
2006-02-23,5.37,0.87,0.96,1.9230769230769228e-05,-1.9786324786324788e-05
2006-02-24,5.4,0.84,0.98,1.918402777777778e-05,-1.9914529914529916e-05
2006-02-25,5.4,0.89,1.01,1.9053819444444448e-05,-1.97008547008547e-05
2006-02-26,5.37,0.85,0.97,1.9187162044304903e-05,-1.9896046353101567e-05
2006-02-27,5.4,0.83,0.96,1.9270833333333335e-05,-1.9957264957264955e-05
2006-02-28,5.38,0.87,1.01,1.9026471612678506e-05,-1.9823038965458565e-05
2006-03-01,5.44,0.88,1.02,1.9064872325741893e-05,-1.9768234492160875e-05
2006-03-02,5.28,0.89,1.03,1.879865534324133e-05,-1.9737961545005955e-05
2006-03-03,5.39,0.85,0.99,1.9127108328986262e-05,-1.985961307995206e-05
2006-03-04,5.41,0.82,0.96,1.9284104697521235e-05,-2.001194743130227e-05
2006-03-05,5.41,0.83,0.97,1.924076963078523e-05,-1.9969278033794163e-05
2006-03-06,5.38,0.83,0.96,1.9244165795889934e-05,-1.999319380636379e-05
2006-03-07,5.4,0.83,0.97,1.9227430555555554e-05,-1.9981254260395365e-05
2006-03-08,5.38,0.8,0.95,1.9287704632532217e-05,-2.0085470085470084e-05
2006-03-09,5.36,0.77,0.91,1.943570929419986e-05,-2.0225294418842805e-05
2006-03-10,5.38,0.78,0.93,1.937478230581679e-05,-2.0205887357495317e-05
2006-03-11,5.41,0.76,0.9,1.9544115097937252e-05,-2.0267963816350912e-05
2006-03-12,5.38,0.78,0.92,1.9418321142459074e-05,-2.0205887357495317e-05
2006-03-13,5.41,0.82,0.96,1.9284104697521235e-05,-2.001194743130227e-05
2006-03-14,5.4,0.82,0.96,1.9270833333333335e-05,-2e-05
2006-03-15,5.37,0.89,1.03,1.8925518925518925e-05,-1.9725630538513975e-05
2006-03-16,5.37,0.89,1.03,1.8925518925518925e-05,-1.9725630538513975e-05
2006-03-17,5.41,0.93,1.07,1.8807418963425203e-05,-1.9542584058713086e-05
2006-03-18,5.4,0.83,0.95,1.9314236111111113e-05,-1.9957264957264955e-05
2006-03-19,5.4,0.83,0.95,1.9314236111111113e-05,-1.9957264957264955e-05
2006-03-20,5.38,0.98,1.11,1.859108324625566e-05,-1.9355113152969203e-05
2006-03-21,5.38,1.01,1.15,1.8416927899686518e-05,-1.9227497022290286e-05
2006-03-22,5.42,1.01,1.15,1.8475250951886467e-05,-1.9240570846075432e-05
2006-03-23,5.46,0.98,1.12,1.8661850705194358e-05,-1.9393631436314364e-05
2006-03-24,5.42,1.05,1.12,1.8605053651782624e-05,-1.9017094017094017e-05
2006-03-25,5.44,1.07,1.14,1.8547273982056593e-05,-1.89587593728698e-05
2006-03-26,5.44,1.07,1.14,1.8547273982056593e-05,-1.89587593728698e-05
2006-03-27,5.44,1.07,1.14,1.8547273982056593e-05,-1.89587593728698e-05
2006-03-28,5.44,1.03,1.17,1.8417874396135267e-05,-1.9129175187457395e-05
2006-03-29,5.44,1.05,1.19,1.8331608005521053e-05,-1.9043967280163597e-05
2006-03-30,5.44,1.05,1.19,1.8331608005521053e-05,-1.9043967280163597e-05
2006-03-31,5.44,1.03,1.17,1.8417874396135267e-05,-1.9129175187457395e-05
2006-04-01,5.44,1.05,1.19,1.8331608005521053e-05,-1.9043967280163597e-05
2006-04-02,5.44,1.07,1.14,1.8547273982056593e-05,-1.89587593728698e-05
2006-04-03,5.44,1.06,1.2,1.8288474810213938e-05,-1.9001363326516703e-05
2006-04-04,5.44,1.09,1.16,1.8461007591442376e-05,-1.8873551465576004e-05
2006-04-05,5.43,1.08,1.15,1.8489718334197337e-05,-1.890254309609148e-05
2006-04-06,5.44,1.08,1.15,1.850414078674948e-05,-1.89161554192229e-05
2006-04-07,5.47,1.08,1.15,1.8547140649149923e-05,-1.895674300254453e-05
2006-04-08,5.46,1.09,1.16,1.848985208118335e-05,-1.8900781515460418e-05
2006-04-09,5.46,1.06,1.18,1.840385276917785e-05,-1.9028202514441046e-05
2006-04-10,5.46,1.09,1.16,1.848985208118335e-05,-1.8900781515460418e-05
2006-04-11,5.45,1.06,1.2,1.830318690783807e-05,-1.9014803471158754e-05
2006-04-12,5.43,1.09,1.16,1.8446518057715568e-05,-1.8859873698583374e-05
2006-04-13,5.43,1.09,1.16,1.8446518057715568e-05,-1.8859873698583374e-05
2006-04-14,5.43,1.1,1.17,1.84033177812338e-05,-1.8817204301075267e-05
2006-04-15,5.43,1.11,1.23,1.8144116122343184e-05,-1.877453490356716e-05
2006-04-16,5.43,1.11,1.23,1.8144116122343184e-05,-1.877453490356716e-05
2006-04-17,5.43,1.1,1.13,1.8576118887160878e-05,-1.8817204301075267e-05
2006-04-18,5.5,1.06,1.21,1.8333333333333336e-05,-1.904156064461408e-05
2006-04-19,5.43,1.1,1.17,1.84033177812338e-05,-1.8817204301075267e-05
2006-04-20,5.43,1.13,1.2,1.8273716951788488e-05,-1.8689196108550948e-05
2006-04-21,5.43,1.15,1.22,1.8187316398824953e-05,-1.8603857313534733e-05
2006-04-22,5.43,1.15,1.22,1.8187316398824953e-05,-1.8603857313534733e-05
2006-04-23,5.43,1.15,1.22,1.8187316398824953e-05,-1.8603857313534733e-05
2006-04-24,5.43,1.15,1.22,1.8187316398824953e-05,-1.8603857313534733e-05
2006-04-25,5.43,1.07,1.21,1.8230516675306722e-05,-1.894521249359959e-05
2006-04-26,5.44,1.16,1.23,1.8159075224292615e-05,-1.8575323790047716e-05
2006-04-27,5.44,1.08,1.15,1.850414078674948e-05,-1.89161554192229e-05
2006-04-28,5.44,1.15,1.22,1.8202208419599727e-05,-1.8617927743694613e-05
2006-04-29,5.5,1.17,1.24,1.8205128205128204e-05,-1.8617021276595745e-05
2006-04-30,5.5,1.15,1.29,1.799145299145299e-05,-1.870145221209051e-05
2006-05-01,5.38,1.16,1.25,1.798153953326367e-05,-1.8589416368895695e-05
2006-05-02,5.49,1.17,1.24,1.8190378359869884e-05,-1.8603077963808557e-05
2006-05-03,5.5,1.2,1.27,1.8076923076923076e-05,-1.8490374873353592e-05
2006-05-04,5.67,1.19,1.33,1.807429618524071e-05,-1.8765432098765433e-05
2006-05-05,5.62,1.19,1.27,1.82527693856999e-05,-1.8698175787728025e-05
2006-05-06,5.7,1.19,1.27,1.8366500829187397e-05,-1.8805309734513276e-05
2006-05-07,5.7,1.19,1.27,1.8366500829187397e-05,-1.8805309734513276e-05
2006-05-08,5.7,1.19,1.27,1.8366500829187397e-05,-1.8805309734513276e-05
2006-05-09,5.7,1.19,1.27,1.8366500829187397e-05,-1.8805309734513276e-05
2006-05-10,5.62,1.19,1.27,1.82527693856999e-05,-1.8698175787728025e-05
2006-05-11,5.62,1.15,1.23,1.8420610943269553e-05,-1.8864013266998344e-05
2006-05-12,5.6,1.06,1.2,1.8518518518518518e-05,-1.9211576846307384e-05
2006-05-13,5.62,1.08,1.16,1.871433366901645e-05,-1.9154228855721395e-05
2006-05-14,5.62,1.08,1.16,1.871433366901645e-05,-1.9154228855721395e-05
2006-05-15,5.62,1.08,1.16,1.871433366901645e-05,-1.9154228855721395e-05
2006-05-16,5.63,1.1,1.18,1.8644209820680412e-05,-1.9084285477728102e-05
2006-05-17,5.63,1.11,1.26,1.830903301491537e-05,-1.904288789534691e-05
2006-05-18,5.62,1.14,1.22,1.8462571332661967e-05,-1.890547263681592e-05
2006-05-19,5.62,1.15,1.23,1.8420610943269553e-05,-1.8864013266998344e-05
2006-05-20,5.6,1.17,1.25,1.8308080808080806e-05,-1.8754158349966735e-05
2006-05-21,5.6,1.17,1.25,1.8308080808080806e-05,-1.8754158349966735e-05
2006-05-22,5.6,1.14,1.29,1.813973063973064e-05,-1.887890884896873e-05
2006-05-23,5.63,1.17,1.31,1.8099547511312215e-05,-1.8794502401059777e-05
2006-05-24,5.63,1.18,1.26,1.830903301491537e-05,-1.875310481867859e-05
2006-05-25,5.63,1.18,1.25,1.8350930115636e-05,-1.875310481867859e-05
2006-05-26,5.63,1.18,1.25,1.8350930115636e-05,-1.875310481867859e-05
2006-05-27,5.68,1.17,1.24,1.846307385229541e-05,-1.8860946745562134e-05
2006-05-28,5.68,1.17,1.24,1.846307385229541e-05,-1.8860946745562134e-05
2006-05-29,5.68,1.17,1.24,1.846307385229541e-05,-1.8860946745562134e-05
2006-05-30,5.68,1.17,1.24,1.846307385229541e-05,-1.8860946745562134e-05
2006-05-31,5.68,1.18,1.25,1.842149035262808e-05,-1.8819855358316898e-05
2006-06-01,5.68,1.19,1.26,1.8379906852960748e-05,-1.8778763971071662e-05
2006-06-02,5.58,1.12,1.27,1.819486659912192e-05,-1.9027571404985966e-05
2006-06-03,5.66,1.17,1.25,1.8393393393393393e-05,-1.8834487306297395e-05
2006-06-04,5.66,1.17,1.25,1.8393393393393393e-05,-1.8834487306297395e-05
2006-06-05,5.66,1.17,1.25,1.8393393393393393e-05,-1.8834487306297395e-05
2006-06-06,5.66,1.17,1.25,1.8393393393393393e-05,-1.8834487306297395e-05
2006-06-07,5.65,1.15,1.23,1.8462823725981617e-05,-1.890374772989929e-05
2006-06-08,5.65,1.18,1.25,1.8379281537176274e-05,-1.8779924054812615e-05
2006-06-09,5.66,1.13,1.27,1.8309976643309977e-05,-1.899934058687768e-05
2006-06-10,5.66,1.18,1.25,1.8393393393393393e-05,-1.8793273986152323e-05
2006-06-11,5.66,1.18,1.25,1.8393393393393393e-05,-1.8793273986152323e-05
2006-06-12,5.66,1.18,1.25,1.8393393393393393e-05,-1.8793273986152323e-05
2006-06-13,5.7,1.14,1.28,1.832504145936982e-05,-1.901016060308096e-05
2006-06-14,5.7,1.15,1.29,1.8283582089552236e-05,-1.8969190429367422e-05
2006-06-15,5.7,1.16,1.23,1.853233830845771e-05,-1.8928220255653884e-05
2006-06-16,5.7,1.24,1.38,1.791044776119403e-05,-1.860045886594559e-05
2006-06-17,5.69,1.27,1.34,1.8061783756851024e-05,-1.846381093057607e-05
2006-06-18,5.69,1.28,1.4,1.7812655705032387e-05,-1.8422780239619235e-05
2006-06-19,5.69,1.27,1.34,1.8061783756851024e-05,-1.846381093057607e-05
2006-06-20,5.69,1.29,1.43,1.768809167912307e-05,-1.8381749548662398e-05
2006-06-21,5.69,1.28,1.43,1.768809167912307e-05,-1.8422780239619235e-05
2006-06-22,5.67,1.33,1.4,1.7782775279027154e-05,-1.818930041152263e-05
2006-06-23,5.68,1.3,1.44,1.763140385894877e-05,-1.83267587113741e-05
2006-06-24,5.68,1.35,1.42,1.771457085828343e-05,-1.8121301775147932e-05
2006-06-25,5.68,1.35,1.42,1.771457085828343e-05,-1.8121301775147932e-05
2006-06-26,5.68,1.35,1.42,1.771457085828343e-05,-1.8121301775147932e-05
2006-06-27,5.7,1.36,1.43,1.7703150912106138e-05,-1.8108816781383153e-05
2006-06-28,5.7,1.34,1.41,1.7786069651741293e-05,-1.8190757128810226e-05
2006-06-29,5.74,1.35,1.42,1.7804154302670624e-05,-1.8206256109481917e-05
2006-06-30,5.74,1.33,1.4,1.7886580942960768e-05,-1.8287715868361032e-05
2006-07-01,5.75,1.33,1.4,1.7901234567901232e-05,-1.8301610541727675e-05
2006-07-02,5.75,1.3,1.42,1.7818930041152264e-05,-1.8423621278672527e-05
2006-07-03,5.75,1.29,1.41,1.7860082304526748e-05,-1.8464291524320805e-05
2006-07-04,5.72,1.32,1.39,1.7898478835978837e-05,-1.830065359477124e-05
2006-07-05,5.71,1.34,1.41,1.780096042391124e-05,-1.8204876452299134e-05
2006-07-06,5.71,1.3,1.38,1.792515317105481e-05,-1.8368515791196206e-05
2006-07-07,5.71,1.33,1.4,1.784235800629243e-05,-1.82457862870234e-05
2006-07-08,5.71,1.31,1.38,1.792515317105481e-05,-1.8327605956471936e-05
2006-07-09,5.71,1.31,1.38,1.792515317105481e-05,-1.8327605956471936e-05
2006-07-10,5.71,1.31,1.38,1.792515317105481e-05,-1.8327605956471936e-05
2006-07-11,5.64,1.31,1.43,1.7612115127175368e-05,-1.8257500824266402e-05
2006-07-12,5.7,1.29,1.36,1.7993366500829186e-05,-1.8395607997377907e-05
2006-07-13,5.7,1.27,1.34,1.8076285240464347e-05,-1.8477548344804983e-05
2006-07-14,5.71,1.28,1.35,1.8049345918198375e-05,-1.8450335460644737e-05
2006-07-15,5.7,1.29,1.37,1.7951907131011612e-05,-1.8395607997377907e-05
2006-07-16,5.7,1.29,1.37,1.7951907131011612e-05,-1.8395607997377907e-05
2006-07-17,5.63,1.32,1.4,1.7722473604826544e-05,-1.8202080237741455e-05
2006-07-18,5.69,1.31,1.38,1.7895698388971932e-05,-1.8299688166748723e-05
2006-07-19,5.69,1.32,1.39,1.785417704700216e-05,-1.8258657475791892e-05
2006-07-20,5.69,1.33,1.4,1.7812655705032387e-05,-1.8217626784835055e-05
2006-07-21,5.69,1.33,1.4,1.7812655705032387e-05,-1.8217626784835055e-05
2006-07-22,5.69,1.32,1.39,1.785417704700216e-05,-1.8258657475791892e-05
2006-07-23,5.69,1.32,1.39,1.785417704700216e-05,-1.8258657475791892e-05
2006-07-24,5.69,1.32,1.39,1.785417704700216e-05,-1.8258657475791892e-05
2006-07-25,5.69,1.32,1.39,1.785417704700216e-05,-1.8258657475791892e-05
2006-07-26,5.69,1.32,1.39,1.785417704700216e-05,-1.8258657475791892e-05
2006-07-27,5.68,1.32,1.39,1.783932135728543e-05,-1.824457593688363e-05
2006-07-28,5.81,1.27,1.41,1.7947462881383582e-05,-1.8626028059990327e-05
2006-07-29,5.81,1.32,1.39,1.802904225811715e-05,-1.842444766973069e-05
2006-07-30,5.81,1.32,1.39,1.802904225811715e-05,-1.842444766973069e-05
2006-07-31,5.81,1.32,1.39,1.802904225811715e-05,-1.842444766973069e-05
2006-08-01,5.88,1.32,1.39,1.812822997416021e-05,-1.8518518518518518e-05
2006-08-02,5.88,1.32,1.39,1.812822997416021e-05,-1.8518518518518518e-05
2006-08-03,5.88,1.32,1.39,1.812822997416021e-05,-1.8518518518518518e-05
2006-08-04,5.88,1.34,1.41,1.804748062015504e-05,-1.8438697318007663e-05
2006-08-05,5.9,1.34,1.41,1.8075684380032204e-05,-1.8465456860872335e-05
2006-08-06,5.9,1.34,1.41,1.8075684380032204e-05,-1.8465456860872335e-05
2006-08-07,5.9,1.34,1.41,1.8075684380032204e-05,-1.8465456860872335e-05
2006-08-08,5.88,1.34,1.41,1.804748062015504e-05,-1.8438697318007663e-05
2006-08-09,5.88,1.34,1.41,1.804748062015504e-05,-1.8438697318007663e-05
2006-08-10,5.88,1.34,1.41,1.804748062015504e-05,-1.8438697318007663e-05
2006-08-11,5.88,1.36,1.43,1.796673126614987e-05,-1.8358876117496808e-05
2006-08-12,5.88,1.36,1.48,1.7764857881136952e-05,-1.8358876117496808e-05
2006-08-13,5.88,1.37,1.43,1.796673126614987e-05,-1.831896551724138e-05
2006-08-14,5.81,1.38,1.43,1.7865883504650024e-05,-1.8279054916985953e-05
2006-08-15,5.88,1.36,1.43,1.796673126614987e-05,-1.8358876117496808e-05
2006-08-16,5.9,1.38,1.45,1.7914653784219e-05,-1.8306271887933778e-05
2006-08-17,5.9,1.28,1.42,1.8035426731078905e-05,-1.8704234320280165e-05
2006-08-18,5.93,1.36,1.43,1.8037518037518038e-05,-1.8426058012363288e-05
2006-08-19,6.0,1.36,1.43,1.8134920634920637e-05,-1.8518518518518518e-05
2006-08-20,6.0,1.36,1.43,1.8134920634920637e-05,-1.8518518518518518e-05
2006-08-21,6.0,1.36,1.43,1.8134920634920637e-05,-1.8518518518518518e-05
2006-08-22,5.96,1.36,1.43,1.8079501915708815e-05,-1.8465909090909092e-05
2006-08-23,5.96,1.36,1.43,1.8079501915708815e-05,-1.8465909090909092e-05
2006-08-24,5.95,1.36,1.43,1.806554756195044e-05,-1.8452663189505295e-05
2006-08-25,5.96,1.39,1.47,1.7919859514687104e-05,-1.8347537878787882e-05
2006-08-26,5.96,1.39,1.47,1.7919859514687104e-05,-1.8347537878787882e-05
2006-08-27,5.96,1.39,1.47,1.7919859514687104e-05,-1.8347537878787882e-05
2006-08-28,5.96,1.39,1.47,1.7919859514687104e-05,-1.8347537878787882e-05
2006-08-29,5.96,1.39,1.46,1.795977011494253e-05,-1.8347537878787882e-05
2006-08-30,5.96,1.39,1.46,1.795977011494253e-05,-1.8347537878787882e-05
2006-08-31,5.95,1.39,1.46,1.7945643485211833e-05,-1.8334123597281492e-05
2006-09-01,5.95,1.4,1.47,1.7905675459632297e-05,-1.8294610399873558e-05
2006-09-02,5.95,1.4,1.47,1.7905675459632297e-05,-1.8294610399873558e-05
2006-09-03,5.95,1.4,1.47,1.7905675459632297e-05,-1.8294610399873558e-05
2006-09-04,5.86,1.36,1.48,1.7735665694849368e-05,-1.8426058012363288e-05
2006-09-05,5.95,1.4,1.47,1.7905675459632297e-05,-1.8294610399873558e-05
2006-09-06,5.95,1.39,1.46,1.7945643485211833e-05,-1.8334123597281492e-05
2006-09-07,5.95,1.38,1.45,1.7985611510791367e-05,-1.8373636794689426e-05
2006-09-08,5.9,1.37,1.44,1.7954911433172304e-05,-1.8346068131168418e-05
2006-09-09,5.92,1.39,1.46,1.7903018625561977e-05,-1.8293650793650794e-05
