,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap AUDNZD,Short Swap AUDNZD
2019-09-12,0.94,0.75,1.05,-1.5750286368843075e-06,-5.167958656330749e-06
2019-09-13,0.94,0.75,1.05,-1.5750286368843075e-06,-5.880880880880879e-06
2019-09-14,0.9,0.79,1.22,-4.678362573099411e-06,-4.6511627906976735e-06
2019-09-15,0.9,0.75,1.05,-2.1929824561403516e-06,-5.167958656330749e-06
2019-09-16,1.0,0.75,1.05,-6.94444444444442e-07,-5.167958656330749e-06
2019-09-17,0.97,1.04,1.41,-6.204173716864072e-06,-3.352490421455942e-06
2019-09-18,0.81,0.95,1.25,-6.752608962553714e-06,-4.430076628352492e-06
2019-09-19,0.89,1.14,1.51,-9.112286890064665e-06,0.0
2019-09-20,0.53,1.14,1.46,-1.688453159041394e-05,6.190476190476185e-06
2019-09-21,0.7,1.14,1.36,-1.0784313725490202e-05,-1.9323671497584554e-06
2019-09-22,0.7,1.05,1.35,-1.0620915032679744e-05,-3.0193236714975853e-06
2019-09-23,0.77,1.05,1.35,-9.102322661644697e-06,8.375209380234481e-07
2019-09-24,0.78,1.15,1.55,-1.2016229712858923e-05,2.083333333333332e-06
2019-09-25,0.47,1.18,1.47,-1.8896447467876036e-05,8.053911900065744e-06
2019-09-26,0.65,1.15,1.55,-1.515151515151515e-05,-5.155723905723904e-06
2019-09-27,0.65,1.25,1.65,-1.6835016835016837e-05,-1.5172735760971032e-06
2019-09-28,0.3,1.15,1.45,-2.4572649572649573e-05,1.0752688172043007e-05
2019-09-29,0.6,1.15,1.45,-1.4756944444444443e-05,2.083333333333332e-06
2019-09-30,0.6,1.15,1.55,-1.649305555555555e-05,2.083333333333332e-06
2019-10-01,0.6,1.09,1.45,-1.4756944444444443e-05,1.2499999999999982e-06
2019-10-02,0.6,1.09,1.46,-1.4930555555555552e-05,1.2499999999999982e-06
2019-10-03,0.45,1.15,1.45,-1.915708812260537e-05,4.504504504504502e-06
2019-10-04,0.6,0.99,1.33,-1.2673611111111112e-05,-1.38888888888889e-07
2019-10-05,0.65,1.0,1.5,-1.430976430976431e-05,-6.775067750677482e-07
2019-10-06,0.65,1.0,1.3,-1.094276094276094e-05,-6.775067750677482e-07
2019-10-07,0.65,1.0,1.3,-1.094276094276094e-05,-6.775067750677482e-07
2019-10-08,0.7,0.84,1.22,-8.496732026143786e-06,-3.4391534391534428e-06
2019-10-09,0.7,0.79,1.2,-8.169934640522877e-06,-4.100529100529102e-06
2019-10-10,0.7,0.65,0.95,-4.084967320261436e-06,-5.952380952380956e-06
2019-10-11,0.7,0.74,1.19,-8.006535947712421e-06,-4.761904761904763e-06
2019-10-12,0.7,0.9,1.4,-1.143790849673203e-05,-2.6455026455026485e-06
2019-10-13,0.7,0.9,1.4,-1.143790849673203e-05,-2.6455026455026485e-06
2019-10-14,0.7,0.9,1.4,-1.143790849673203e-05,-2.6455026455026485e-06
2019-10-15,0.7,0.65,0.95,-4.084967320261436e-06,-5.952380952380956e-06
2019-10-16,0.7,0.74,1.17,-7.6797385620915e-06,-4.761904761904763e-06
2019-10-17,0.7,0.65,0.95,-4.084967320261436e-06,-5.952380952380956e-06
2019-10-18,0.7,0.69,1.21,-8.333333333333335e-06,-5.4232804232804256e-06
2019-10-19,0.8,0.69,1.28,-7.4074074074074126e-06,-6.439393939393942e-06
2019-10-20,0.8,0.75,1.05,-3.858024691358023e-06,-5.681818181818182e-06
2019-10-21,0.8,0.75,1.05,-3.858024691358023e-06,-5.681818181818182e-06
2019-10-22,0.85,0.75,1.05,-3.003003003002997e-06,-6.172839506172839e-06
2019-10-23,0.85,0.74,1.17,-4.804804804804805e-06,-6.2962962962962975e-06
2019-10-24,0.85,0.75,1.05,-3.003003003002997e-06,-6.172839506172839e-06
2019-10-25,0.85,0.75,1.05,-3.003003003002997e-06,-6.172839506172839e-06
2019-10-26,0.85,0.8,1.3,-6.75675675675675e-06,-5.555555555555554e-06
2019-10-27,0.85,0.75,1.05,-3.003003003002997e-06,-6.172839506172839e-06
2019-10-28,0.85,0.75,1.05,-3.003003003002997e-06,-6.172839506172839e-06
2019-10-29,0.85,0.75,1.05,-3.003003003002997e-06,-6.172839506172839e-06
2019-10-30,0.85,0.75,1.05,-3.003003003002997e-06,-6.172839506172839e-06
2019-10-31,0.85,0.99,1.68,-1.246246246246246e-05,-3.2098765432098754e-06
2019-11-01,0.6,1.03,1.18,-1.006944444444444e-05,4.166666666666701e-07
2019-11-02,0.5,0.99,1.77,-2.3518518518518518e-05,1.3157894736842146e-06
2019-11-03,0.5,1.05,1.35,-1.574074074074074e-05,2.1929824561403516e-06
2019-11-04,0.5,1.05,1.35,-1.574074074074074e-05,2.1929824561403516e-06
2019-11-05,0.5,1.05,1.35,-1.574074074074074e-05,2.1929824561403516e-06
2019-11-06,0.5,0.95,1.25,-1.388888888888889e-05,7.309941520467859e-07
2019-11-07,0.6,0.85,1.15,-9.548611111111106e-06,-2.083333333333332e-06
2019-11-08,0.6,0.85,1.15,-9.548611111111106e-06,-2.083333333333332e-06
2019-11-09,0.6,0.85,1.35,-1.3020833333333332e-05,-2.083333333333332e-06
2019-11-10,0.6,1.06,1.21,-1.0590277777777775e-05,8.333333333333341e-07
2019-11-11,0.6,0.85,1.15,-9.548611111111106e-06,-2.083333333333332e-06
2019-11-12,0.7,1.07,1.21,-8.333333333333335e-06,-3.968253968253954e-07
2019-11-13,0.65,0.95,1.25,-1.0101010101010105e-05,-1.3550135501354994e-06
2019-11-14,0.65,1.11,1.21,-9.427609427609426e-06,8.130081300813077e-07
2019-11-15,0.65,1.04,1.21,-9.427609427609426e-06,-1.3550135501354716e-07
2019-11-16,0.65,0.95,1.25,-1.0101010101010105e-05,-1.3550135501354994e-06
2019-11-17,0.65,0.85,1.35,-1.1784511784511786e-05,-2.710027100270999e-06
2019-11-18,0.65,0.95,1.25,-1.0101010101010105e-05,-1.3550135501354994e-06
2019-11-19,0.65,0.95,1.25,-1.0101010101010105e-05,-1.3550135501354994e-06
2019-11-20,0.6,0.88,1.03,-7.465277777777779e-06,-1.6666666666666681e-06
2019-11-21,0.6,0.8,1.1,-8.680555555555556e-06,-2.777777777777777e-06
2019-11-22,0.6,0.8,1.1,-8.680555555555556e-06,-2.777777777777777e-06
2019-11-23,0.6,0.95,1.25,-1.1284722222222222e-05,-6.944444444444451e-07
2019-11-24,0.6,0.95,1.25,-1.1284722222222222e-05,-6.944444444444451e-07
2019-11-25,0.6,0.95,1.25,-1.1284722222222222e-05,-6.944444444444451e-07
2019-11-26,0.55,0.95,1.25,-1.2544802867383515e-05,0.0
2019-11-27,0.67,0.9,1.2,-8.81570192947439e-06,-2.2812667740204013e-06
2019-11-28,0.67,0.85,1.15,-7.984031936127747e-06,-2.95222758990875e-06
2019-11-29,0.67,0.75,1.05,-6.320691949434464e-06,-4.294149221685457e-06
2019-11-30,0.6,0.75,1.05,-7.812499999999993e-06,-2.1929824561403486e-06
2019-12-01,0.6,0.75,1.05,-7.812499999999993e-06,-2.1929824561403486e-06
2019-12-02,0.6,0.75,1.05,-7.812499999999993e-06,-2.1929824561403486e-06
2019-12-03,0.6,0.75,1.05,-7.812499999999993e-06,-2.1929824561403486e-06
2019-12-04,0.6,0.75,1.05,-7.812499999999993e-06,-2.1929824561403486e-06
2019-12-05,0.75,0.75,1.05,-4.761904761904757e-06,-3.4722222222222224e-06
2019-12-06,0.75,0.75,1.05,-4.761904761904757e-06,-3.4722222222222224e-06
2019-12-07,0.75,0.75,1.05,-4.761904761904757e-06,-3.4722222222222224e-06
2019-12-08,0.75,0.75,1.05,-4.761904761904757e-06,-3.4722222222222224e-06
2019-12-09,0.75,0.75,1.05,-4.761904761904757e-06,-3.4722222222222224e-06
2019-12-10,0.75,0.75,1.05,-4.761904761904757e-06,-3.4722222222222224e-06
2019-12-11,0.65,0.75,1.05,-6.734006734006734e-06,-2.8490028490028484e-06
2019-12-12,0.65,0.85,1.15,-8.417508417508415e-06,-1.4245014245014225e-06
2019-12-13,0.75,0.85,1.15,-6.349206349206345e-06,-2.710027100270999e-06
2019-12-14,0.75,0.85,1.15,-6.349206349206345e-06,-2.710027100270999e-06
2019-12-15,0.75,0.85,1.15,-6.349206349206345e-06,-2.710027100270999e-06
2019-12-16,0.75,0.85,1.15,-6.349206349206345e-06,-2.710027100270999e-06
2019-12-17,0.75,0.88,1.03,-4.444444444444448e-06,-2.3035230352303513e-06
2019-12-18,0.75,0.88,1.03,-4.444444444444448e-06,-2.3035230352303513e-06
2019-12-19,0.75,0.85,1.15,-6.349206349206345e-06,-2.710027100270999e-06
2019-12-20,0.75,0.85,1.15,-6.349206349206345e-06,-2.710027100270999e-06
2019-12-21,0.7,0.85,1.15,-7.352941176470587e-06,-2.083333333333332e-06
2019-12-22,0.7,0.85,1.15,-7.352941176470587e-06,-2.083333333333332e-06
2019-12-23,0.7,0.85,1.15,-7.352941176470587e-06,-2.083333333333332e-06
2019-12-24,0.58,1.0,1.15,-1.00210970464135e-05,4.335260115606939e-06
2019-12-26,0.58,0.85,1.15,-1.00210970464135e-05,1.926782273603082e-06
2019-12-27,0.56,0.85,1.15,-1.0505698005698004e-05,-7.0564516129032255e-06
2019-12-29,0.7,1.45,2.55,-3.0228758169934646e-05,4.629629629629631e-06
2019-12-30,0.6,1.1,1.3,-1.2152777777777772e-05,5.555555555555554e-06
2019-12-31,0.6,1.15,1.45,-1.4756944444444443e-05,-3.88888888888889e-06
2020-01-01,0.6,0.8,1.25,-1.1284722222222222e-05,-7.77777777777778e-06
2020-01-02,0.6,1.15,1.45,-1.4756944444444443e-05,-3.88888888888889e-06
2020-01-03,0.75,1.14,1.39,-1.0158730158730151e-05,5.291005291005211e-07
2020-01-04,0.75,1.0,1.3,-8.73015873015873e-06,-1.3227513227513242e-06
2020-01-05,0.75,1.0,1.3,-8.73015873015873e-06,-1.3227513227513242e-06
2020-01-06,0.75,1.0,1.3,-8.73015873015873e-06,-1.3227513227513242e-06
2020-01-07,0.9,0.95,1.25,-5.116959064327489e-06,-3.15656565656566e-06
2020-01-08,0.85,0.95,1.25,-6.006006006006007e-06,-2.5839793281653727e-06
2020-01-09,0.85,0.95,1.25,-6.006006006006007e-06,-2.5839793281653727e-06
2020-01-10,0.85,0.98,1.13,-4.204204204204198e-06,-2.1963824289405683e-06
2020-01-11,0.85,0.95,1.25,-6.006006006006007e-06,-2.5839793281653727e-06
2020-01-12,0.85,0.95,1.25,-6.006006006006007e-06,-2.5839793281653727e-06
2020-01-13,0.85,0.95,1.25,-6.006006006006007e-06,-2.5839793281653727e-06
2020-01-14,0.75,0.7,1.1,-5.555555555555554e-06,-4.742547425474252e-06
2020-01-15,0.83,0.85,1.15,-4.857316332726168e-06,-3.651538862806466e-06
2020-01-16,0.9,0.75,1.05,-2.1929824561403516e-06,-5.681818181818182e-06
2020-01-17,0.9,0.75,1.05,-2.1929824561403516e-06,-5.681818181818182e-06
2020-01-18,0.9,0.75,1.05,-2.1929824561403516e-06,-5.681818181818182e-06
2020-01-19,0.9,0.75,1.05,-2.1929824561403516e-06,-5.681818181818182e-06
2020-01-20,0.9,0.75,1.05,-2.1929824561403516e-06,-5.681818181818182e-06
2020-01-21,0.9,0.95,1.25,-5.116959064327489e-06,-3.15656565656566e-06
2020-01-22,0.7,0.95,1.25,-8.986928104575162e-06,-6.944444444444451e-07
2020-01-23,0.75,0.95,1.25,-7.936507936507938e-06,-1.984126984126986e-06
2020-01-24,0.85,1.05,1.35,-7.507507507507506e-06,-1.8939393939393986e-06
2020-01-25,0.85,1.05,1.35,-7.507507507507506e-06,-3.0193236714975853e-06
2020-01-26,0.85,1.05,1.35,-7.507507507507506e-06,-3.0193236714975853e-06
2020-01-27,0.85,1.05,1.35,-7.507507507507506e-06,-3.0193236714975853e-06
2020-01-28,0.85,1.13,1.28,-6.456456456456458e-06,-2.053140096618358e-06
2020-01-29,0.85,1.03,1.18,-4.954954954954947e-06,-3.2608695652173876e-06
2020-01-30,0.85,0.85,1.25,-6.006006006006007e-06,-5.910165484633568e-06
2020-01-31,0.75,0.95,1.25,-7.936507936507938e-06,-3.703703703703703e-06
2020-02-01,0.85,0.85,1.25,-6.006006006006007e-06,-5.910165484633568e-06
2020-02-02,0.85,0.85,1.25,-6.006006006006007e-06,-5.910165484633568e-06
2020-02-03,0.85,0.85,1.25,-6.006006006006007e-06,-5.910165484633568e-06
2020-02-04,1.0,1.05,1.45,-6.250000000000002e-06,-3.0193236714975853e-06
2020-02-05,0.85,1.08,1.23,-5.705705705705703e-06,-9.043927648578784e-07
2020-02-06,0.85,1.05,1.35,-7.507507507507506e-06,-1.2919896640826898e-06
2020-02-07,0.9,1.03,1.18,-4.093567251461989e-06,-2.1464646464646463e-06
2020-02-08,0.78,0.95,1.25,-7.334581772784023e-06,-1.7361111111111112e-06
2020-02-09,0.78,0.95,1.25,-7.334581772784023e-06,-1.7361111111111112e-06
2020-02-10,0.78,0.95,1.25,-7.334581772784023e-06,-1.7361111111111112e-06
2020-02-11,0.7,1.05,1.35,-1.0620915032679744e-05,6.94444444444442e-07
2020-02-12,0.85,1.15,1.45,-9.00900900900901e-06,0.0
2020-02-13,0.85,1.15,1.45,-9.00900900900901e-06,0.0
2020-02-14,0.85,1.15,1.45,-9.00900900900901e-06,0.0
2020-02-15,0.85,1.15,1.45,-9.00900900900901e-06,0.0
2020-02-16,0.85,1.15,1.45,-9.00900900900901e-06,0.0
2020-02-17,0.85,1.15,1.45,-9.00900900900901e-06,0.0
2020-02-18,0.8,1.05,1.35,-8.487654320987656e-06,-6.613756613756652e-07
2020-02-19,0.8,1.05,1.35,-8.487654320987656e-06,-6.613756613756652e-07
2020-02-20,0.8,1.05,1.35,-8.487654320987656e-06,-6.613756613756652e-07
2020-02-21,0.8,1.05,1.35,-8.487654320987656e-06,-6.613756613756652e-07
2020-02-22,0.7,1.05,1.35,-1.0620915032679744e-05,6.94444444444442e-07
2020-02-23,0.7,1.0,1.4,-1.143790849673203e-05,0.0
2020-02-24,0.7,1.05,1.35,-1.0620915032679744e-05,6.94444444444442e-07
2020-02-25,0.7,1.05,1.35,-1.0620915032679744e-05,6.94444444444442e-07
2020-02-26,0.75,1.05,1.35,-9.523809523809526e-06,0.0
2020-02-27,0.65,1.05,1.35,-1.1784511784511786e-05,1.4245014245014255e-06
2020-02-28,0.65,1.05,1.35,-1.1784511784511786e-05,1.4245014245014255e-06
2020-02-29,0.6,1.05,1.35,-1.3020833333333332e-05,2.1929824561403516e-06
2020-03-01,0.6,1.05,1.35,-1.3020833333333332e-05,2.1929824561403516e-06
2020-03-02,0.6,1.05,1.35,-1.3020833333333332e-05,2.1929824561403516e-06
2020-03-03,0.6,1.05,1.35,-1.3020833333333332e-05,2.1929824561403516e-06
2020-03-04,0.43,1.15,1.45,-1.981351981351982e-05,5.401234567901234e-06
2020-03-05,0.25,0.95,1.25,-2.2222222222222223e-05,5.658436213991764e-06
2020-03-06,0.5,0.95,1.25,-1.388888888888889e-05,2.3148148148148127e-06
2020-03-07,0.45,1.15,1.45,-1.915708812260537e-05,6.349206349206345e-06
2020-03-08,0.45,1.15,1.45,-1.915708812260537e-05,6.349206349206345e-06
2020-03-09,0.45,1.15,1.45,-1.915708812260537e-05,6.349206349206345e-06
2020-03-10,0.45,1.2,1.4,-1.8199233716475094e-05,7.142857142857149e-06
2020-03-11,0.45,0.95,1.25,-1.5325670498084293e-05,1.5015015015014985e-06
2020-03-12,0.45,0.95,1.25,-1.5325670498084293e-05,1.5015015015014985e-06
2020-03-13,0.6,1.0,1.5,-1.5625e-05,-3.0864197530864213e-06
2020-03-14,0.6,0.75,1.25,-1.1284722222222222e-05,-6.172839506172839e-06
2020-03-15,0.6,0.85,1.15,-9.548611111111106e-06,-4.93827160493827e-06
2020-03-16,0.6,0.85,1.15,-9.548611111111106e-06,-4.93827160493827e-06
2020-03-17,1.06,0.85,1.15,-1.213592233009708e-06,-4.524886877828054e-06
2020-03-18,1.17,0.95,1.25,-1.0240655401945743e-06,-9.722222222222223e-06
2020-03-19,0.86,0.95,1.25,-5.824372759856631e-06,-2.70061728395062e-06
2020-03-20,0.8,2.63,2.78,-3.055555555555555e-05,2.1409214092140925e-05
2020-03-23,1.08,0.95,2.05,-1.2954059829059826e-05,-3.487792725460888e-06
2020-03-24,0.78,2.13,2.28,-2.340823970037453e-05,1.7271157167530216e-05
2020-03-25,-0.1,0.95,2.05,-6.635802469135801e-05,7.309941520467859e-07
2020-03-26,-0.3,0.95,2.05,-9.325396825396824e-05,4.084967320261436e-06
2020-03-27,-0.3,0.95,2.05,-9.325396825396824e-05,4.084967320261436e-06
2020-03-30,0.88,0.45,1.55,-9.89952718676123e-06,-7.936507936507938e-06
2020-03-31,0.83,0.45,1.55,-1.0928961748633873e-05,-7.435465768799103e-06
2020-04-01,0.93,0.45,1.55,-8.923431203223944e-06,-8.413461538461538e-06
2020-04-02,0.88,0.45,1.55,-9.89952718676123e-06,-7.936507936507938e-06
2020-04-03,0.83,0.45,1.55,-1.0928961748633873e-05,-7.435465768799103e-06
2020-04-05,-0.1,0.25,1.35,-4.4753086419753084e-05,-9.502923976608186e-06
2020-04-06,0.88,0.25,1.35,-6.94444444444445e-06,-1.0673234811165848e-05
2020-04-07,0.05,0.59,0.81,-2.0105820105820105e-05,7.168458781361964e-07
2020-04-08,0.1,0.2,1.35,-3.156565656565656e-05,-6.944444444444448e-06
2020-04-09,-0.05,0.25,1.35,-4.093567251461989e-05,-3.831417624521072e-06
2020-04-11,-0.1,0.25,1.2,-4.012345679012346e-05,-7.352941176470587e-06
2020-04-12,-0.1,0.25,1.2,-4.012345679012346e-05,-7.352941176470587e-06
2020-04-13,0.88,0.25,1.2,-4.728132387706863e-06,-1.0673234811165848e-05
2020-04-14,-0.05,0.15,1.05,-3.2163742690058484e-05,-5.747126436781612e-06
2020-04-15,1.03,0.15,1.05,-2.736726874657844e-07,-1.3124362895005094e-05
2020-04-16,0.03,0.15,0.95,-2.481121898597626e-05,-6.899055918663766e-06
2020-04-17,0.93,0.15,0.95,-2.878526194588319e-07,-1.2419871794871796e-05
2020-04-20,0.98,0.15,0.95,4.2087542087542047e-07,-1.278038601982264e-05
2020-04-21,0.05,0.15,0.95,-2.3809523809523803e-05,-7.16845878136201e-06
2020-04-22,0.93,0.15,0.75,2.5906735751295367e-06,-1.2419871794871796e-05
2020-04-23,0.1,0.15,0.75,-1.6414141414141413e-05,-3.2051282051282088e-06
2020-04-24,0.01,0.15,0.75,-2.035203520352035e-05,-6.622516556291394e-06
2020-04-26,0.05,0.15,0.75,-1.8518518518518515e-05,-2.222222222222224e-06
2020-04-27,0.05,0.15,0.75,-1.8518518518518515e-05,-2.222222222222224e-06
2020-04-28,-0.04,0.05,0.65,-1.9965277777777776e-05,-4.629629629629629e-06
2020-04-29,-0.04,0.05,0.65,-1.9965277777777776e-05,-4.629629629629629e-06
2020-04-30,-0.07,0.05,0.65,-2.150537634408602e-05,-4.065040650406501e-06
2020-05-01,-0.08,0.15,0.75,-2.506038647342995e-05,1.8004115226337406e-06
2020-05-03,-0.08,0.15,0.75,-2.506038647342995e-05,1.8004115226337406e-06
2020-05-04,-0.08,0.15,0.75,-2.506038647342995e-05,1.8004115226337406e-06
2020-05-05,-0.02,0.15,0.75,-2.1825396825396827e-05,-2.8211805555555584e-06
2020-05-06,-0.02,0.05,0.65,-1.8990929705215418e-05,-4.991319444444444e-06
2020-05-07,-0.05,-0.05,0.55,-1.7543859649122812e-05,-6.666666666666667e-06
2020-05-08,-0.05,-0.05,0.55,-1.7543859649122812e-05,-6.666666666666667e-06
2020-05-09,-0.1,-0.05,0.55,-2.006172839506173e-05,-1.1284722222222225e-05
2020-05-10,-0.1,-0.05,0.55,-2.006172839506173e-05,-1.1284722222222225e-05
2020-05-11,-0.03,-0.05,0.55,-1.6609392898052695e-05,-4.424778761061944e-06
2020-05-12,0.03,-0.05,0.55,-1.4023732470334412e-05,-7.936507936507938e-06
2020-05-13,0.03,-0.05,0.55,-1.4023732470334412e-05,-7.936507936507938e-06
2020-05-14,0.04,-0.05,0.55,-1.3621794871794874e-05,-8.084577114427862e-06
2020-05-15,0.07,-0.05,0.55,-1.2461059190031153e-05,-8.515815085158153e-06
2020-05-17,-0.1,0.05,0.65,-2.3148148148148147e-05,-9.548611111111111e-06
2020-05-18,0.03,0.05,0.65,-1.6720604099244877e-05,-3.0602636534839903e-06
2020-05-19,0.02,0.05,0.65,-1.7156862745098035e-05,-5.681818181818182e-06
2020-05-20,0.01,0.05,0.65,-1.76017601760176e-05,-5.51314673452078e-06
2020-05-21,0.03,0.05,0.65,-1.6720604099244877e-05,-5.847953216374269e-06
2020-05-22,0.03,0.05,0.65,-1.6720604099244877e-05,-5.847953216374269e-06
2020-05-25,-0.03,0.05,0.65,-1.947308132875143e-05,-1.966568338249751e-06
2020-05-26,0.04,0.05,0.65,-1.629273504273504e-05,-6.011608623548921e-06
2020-05-27,0.02,0.05,0.65,-1.7156862745098035e-05,-5.681818181818182e-06
2020-05-28,0.07,0.05,0.65,-1.5057113187954304e-05,-6.488240064882401e-06
2020-05-29,0.12,0.05,0.65,-1.3144841269841267e-05,-7.237871674491392e-06
2020-05-31,-0.1,0.05,0.65,-2.3148148148148147e-05,-8.333333333333332e-06
2020-06-01,-0.03,0.05,0.65,-1.947308132875143e-05,-1.966568338249751e-06
2020-06-02,-0.03,0.05,0.65,-1.947308132875143e-05,-4.811898512685915e-06
2020-06-03,-0.01,0.05,0.65,-1.8518518518518515e-05,-5.167958656330749e-06
2020-06-04,0.02,0.05,0.65,-1.7156862745098035e-05,-5.681818181818182e-06
2020-06-05,0.05,0.05,0.55,-1.322751322751323e-05,-6.172839506172839e-06
2020-06-06,-0.08,0.05,0.55,-1.902173913043478e-05,-7.716049382716053e-07
2020-06-07,-0.1,0.05,0.55,-2.006172839506173e-05,-8.333333333333332e-06
2020-06-08,-0.08,0.05,0.55,-1.902173913043478e-05,-7.716049382716053e-07
2020-06-09,0.02,0.05,0.55,-1.4433551198257078e-05,-5.681818181818182e-06
2020-06-10,-0.07,0.07,0.22,-8.661887694145764e-06,-3.6133694670280015e-06
2020-06-11,-0.01,0.06,0.21,-6.172839506172836e-06,-4.9526270456503015e-06
2020-06-12,0.05,0.06,0.21,-4.23280423280423e-06,-4.22222222222222e-06
2020-06-13,-0.08,0.08,0.23,-9.35990338164251e-06,0.0
2020-06-15,-0.08,0.08,0.23,-9.35990338164251e-06,0.0
2020-06-16,0.05,0.07,0.22,-4.497354497354494e-06,-3.999999999999997e-06
2020-06-17,-0.02,0.15,0.3,-9.070294784580502e-06,-7.06214689265538e-07
2020-06-18,-0.03,0.09,0.24,-7.7319587628866e-06,-1.8993352326685623e-06
2020-06-19,-0.11,0.04,0.19,-9.363295880149811e-06,-3.5014005602240863e-06
2020-06-20,-0.13,0.08,0.23,-1.1494252873563217e-05,1.3484358144552313e-06
2020-06-21,-0.1,0.13,0.28,-1.1728395061728398e-05,-6.851851851851853e-06
2020-06-22,-0.13,0.01,0.16,-9.259259259259257e-06,-5.393743257820925e-07
2020-06-23,-0.13,-0.04,0.5,-2.0114942528735636e-05,-1.887810140237327e-06
2020-06-24,-0.18,-0.05,0.45,-2.1341463414634138e-05,-5.727376861397491e-07
2020-06-25,-0.1,-0.05,0.45,-1.6975308641975305e-05,-5.787037037037038e-06
2020-06-26,0.11,-0.15,0.35,-6.006006006006007e-06,-9.754028837998304e-06
2020-06-27,-0.18,-0.15,0.35,-1.795392953929539e-05,-3.436426116838488e-06
2020-06-28,-0.1,-0.15,0.35,-1.388888888888889e-05,-1.2037037037037039e-05
2020-06-29,-0.18,-0.15,0.35,-1.795392953929539e-05,-3.436426116838488e-06
2020-06-30,-0.02,-0.15,0.35,-1.0487528344671204e-05,-7.768361581920905e-06
2020-07-01,-0.15,-0.15,0.35,-1.6339869281045753e-05,-5.291005291005294e-06
2020-07-02,-0.18,-0.25,0.25,-1.4566395663956635e-05,-6.300114547537228e-06
2020-07-03,-0.13,-0.25,0.25,-1.2132822477650062e-05,-7.551240560949298e-06
2020-07-04,-0.18,-0.25,0.25,-1.4566395663956635e-05,-6.300114547537228e-06
2020-07-05,-0.1,-0.25,0.25,-1.0802469135802469e-05,-1.388888888888889e-05
2020-07-06,-0.18,-0.25,0.25,-1.4566395663956635e-05,-6.300114547537228e-06
2020-07-07,-0.05,-0.25,0.25,-8.771929824561406e-06,-9.66183574879227e-06
2020-07-08,-0.06,-0.15,0.35,-1.2115839243498825e-05,-7.066276803118912e-06
2020-07-09,-0.02,-0.15,0.35,-1.0487528344671204e-05,-7.768361581920905e-06
2020-07-10,-0.13,-0.15,0.35,-1.5325670498084297e-05,-4.854368932038836e-06
2020-07-11,-0.18,-0.15,0.35,-1.795392953929539e-05,-3.436426116838488e-06
2020-07-12,-0.18,-0.15,0.35,-1.795392953929539e-05,-3.436426116838488e-06
2020-07-13,-0.18,-0.15,0.35,-1.795392953929539e-05,-3.436426116838488e-06
2020-07-14,-0.02,-0.15,0.35,-1.0487528344671204e-05,-7.768361581920905e-06
2020-07-15,-0.13,-0.15,0.35,-1.5325670498084297e-05,-4.854368932038836e-06
2020-07-16,-0.06,-0.15,0.35,-1.2115839243498825e-05,-8.736559139784948e-06
2020-07-17,0.04,-0.15,0.35,-8.27991452991453e-06,-8.736559139784948e-06
2020-07-18,-0.13,-0.15,0.35,-1.5325670498084297e-05,-4.854368932038836e-06
2020-07-19,-0.01,-0.15,0.35,-1.0101010101010105e-05,-1.079136690647482e-05
2020-07-20,-0.13,-0.15,0.35,-1.5325670498084297e-05,-4.854368932038836e-06
2020-07-21,0.05,-0.15,0.35,-7.936507936507938e-06,-8.88888888888889e-06
2020-07-22,0.04,-0.15,0.35,-8.27991452991453e-06,-8.736559139784948e-06
2020-07-23,-0.13,-0.15,0.35,-1.5325670498084297e-05,-4.854368932038836e-06
2020-07-24,-0.13,-0.15,0.35,-1.5325670498084297e-05,-4.854368932038836e-06
2020-07-25,-0.13,-0.15,0.35,-1.5325670498084297e-05,-4.854368932038836e-06
2020-07-26,-0.05,-0.15,0.35,-1.1695906432748542e-05,-1.0288065843621402e-05
2020-07-27,-0.15,-0.15,0.35,-1.6339869281045753e-05,-5.291005291005294e-06
2020-07-28,0.01,-0.05,0.45,-1.21012101210121e-05,-6.834215167548501e-06
2020-07-29,0.05,-0.05,0.35,-7.936507936507938e-06,-6.666666666666667e-06
2020-07-30,0.05,-0.05,0.35,-7.936507936507938e-06,-6.666666666666667e-06
2020-07-31,0.07,-0.1,0.3,-5.970924195223259e-06,-8.092738407699038e-06
2020-08-01,-0.08,-0.1,0.3,-1.1473429951690824e-05,-4.629629629629631e-06
2020-08-02,0.01,-0.1,0.3,-7.975797579757976e-06,-1.0047281323877068e-05
2020-08-03,-0.08,-0.1,0.3,-1.1473429951690824e-05,-4.629629629629631e-06
2020-08-04,-0.1,-0.1,0.3,-1.2345679012345678e-05,-5.050505050505052e-06
2020-08-05,0.06,-0.1,0.3,-6.289308176100628e-06,-7.936507936507936e-06
2020-08-06,0.05,-0.1,0.3,-6.613756613756615e-06,-7.77777777777778e-06
2020-08-07,-0.04,-0.1,0.3,-9.837962962962964e-06,-7.1166207529843875e-06
2020-08-08,0.03,-0.1,0.3,-7.281553398058255e-06,-6.591337099811674e-06
2020-08-09,0.02,-0.1,0.3,-7.625272331154682e-06,-9.395424836601303e-06
2020-08-10,0.03,-0.1,0.3,-7.281553398058255e-06,-6.591337099811674e-06
2020-08-11,-0.15,-0.1,0.3,-1.470588235294118e-05,-5.050505050505052e-06
2020-08-12,0.02,-0.05,0.45,-1.1710239651416118e-05,-6.999125109361329e-06
